group,subject,e,answer1,answer2,correct,rt_heard,rt_ans,correct_response,datetime,gender_pos,if_noize,length,list_used,live_row,practice,question,response,response_all_heard,response_time,response_time_all_heard,stimul_filler,stimuli,text,time_all_heard,time_answer,time_noize_screen_setup,time_show_question,time_stimuli_sound,type
young,6,2,Либерал,Демократ,1,3461,1328,/,Mon May 20 21:02:02 2019,Subj,2,4277,3,8,no,Кто выступил с речью?,/,space,827,3460,f,368.wav,Либерал выступил с эмоциональной речью перед своими последователями.,410962,414938,NA,414437,410961,7
young,6,2,Бухгалтерша,Гримерша,0,4772,1308,/,Mon May 20 21:02:02 2019,fem,2,4837,3,9,no,Кто ретуширует любые недостатки кожи?,z,space,806,4772,s,255.wav,"Маша обвинила бухгалтершу гримёрши, ретуширующую любые недостатки кожи",417563,422851,NA,422349,417563,3
young,6,2,Шпаргалки,Задание,1,3834,1396,z,Mon May 20 21:02:02 2019,Obj,2,4631,3,10,no,Что подготовили десятиклассники?,z,space,886,3833,f,362.wav,Десятиклассники совместными усилиями подготовили шпаргалки по геометрии.,425428,429787,NA,429277,425427,7
young,6,2,На третьем,На втором,1,1635,1328,z,Mon May 20 21:02:02 2019,Num,2,4808,3,11,no,На каком этаже был кабинет стоматолога?,z,space,826,1635,f,350.wav,"Кабинет стоматолога располагался на третьем этаже, в дальнем конце коридора.",432406,434557,NA,434055,432406,7
young,6,2,Роман,Повесть,1,3644,1767,z,Mon May 20 21:02:02 2019,Subj,2,4719,3,12,no,Какое произведение недавно издано?,z,space,1260,3644,f,317.wav,"Мы хотели поговорить с агентом писателя, объявившем о выходе нового романа.",437078,441246,NA,440739,437078,5
young,6,2,На речку,На озеро,1,2299,1154,/,Mon May 20 21:02:02 2019,Loc,2,4896,3,13,no,Куда ездили ребята?,/,space,653,2299,f,343.wav,Деревенские ребята каждый день ездили на речку на велосипедах и ловили там рыбу.,444073,446887,NA,446386,444073,7
young,6,2,Троллейбусы,Автобусы,1,3713,1808,/,Mon May 20 21:02:02 2019,Subj,2,5869,3,14,no,Какой транспорт не ходил?,/,space,1307,3713,f,367.wav,"Поскольку из-за снегопада не ходили троллейбусы, жителям пришлось добираться до метро пешком.",449272,453502,NA,453001,449272,7
young,6,2,В музее,В галерее,1,3613,1912,/,Mon May 20 21:02:02 2019,Loc,2,6253,3,15,no,Где произошла встреча?,/,space,1410,3613,f,330.wav,"В музее экскурсанты встретились с племянником скульптора, работавшего над памятником Лермонтову.",456432,460564,NA,460062,456432,6
young,6,2,Уборщица,Телезвезда,0,4037,4502,/,Mon May 20 21:02:02 2019,fem,2,4041,3,16,no,Кто снимается в субботней передаче?,z,space,4001,4025,s,251.wav,"Толя обидел уборщицу телезвезды, снимающуюся в субботней передаче",463477,468018,NA,467517,463465,3
young,6,2,Манную,Овсяную,1,2342,1461,z,Mon May 20 21:02:02 2019,Adj,2,3923,3,17,no,Какую кашу съел малыш?,z,space,960,2342,f,339.wav,На завтрак пятилетний малыш съел манную кашу и выпил чай.,472880,475733,NA,475232,472880,7
young,6,2,На лестницу,На улицу,1,3719,1491,z,Mon May 20 21:02:02 2019,Loc,2,4336,3,18,no,Куда сосед вышел покурить?,z,space,990,3718,f,319.wav,"Валера жаловался на жизнь соседу отца, вышедшему покурить на лестницу.",478111,482345,NA,481844,478110,5
young,6,2,Руководительница,Стажёрка,0,5594,1723,/,Mon May 20 21:02:02 2019,fem,2,4542,3,19,no,Кто практиковался в отделе продаж?,z,space,1222,5593,s,231.wav,"Нина знала руководительницу стажёрки, практикующуюся в отделе продаж",485095,491203,NA,490702,485094,3
young,6,2,С вишней,С яблоком,1,3519,1080,/,Mon May 20 21:02:02 2019,Obj,2,3539,3,20,no,С чем были вареники?,/,space,572,3517,f,360.wav,Бабушка слепила вареники с вишней для любимых внуков.,493963,498006,NA,497498,493961,7
young,6,2,Вера,Вика,1,3077,1178,z,Mon May 20 21:02:02 2019,Subj,2,4896,3,21,no,Кто думал о брате соседа?,z,space,678,3077,f,327.wav,"Вера постоянно думала о брате соседа, недавно переехавшего в их дом.",499850,503446,NA,502946,499850,6
young,6,2,Травматолог,Футболист,1,3896,2160,z,Mon May 20 21:02:02 2019,men,2,4513,3,22,no,Кто диагностировал сложные переломы?,z,space,1659,3895,s,285.wav,"Петя беспокоился о травматологе футболиста, диагностирующем сложные переломы",520917,525325,NA,524824,520916,1
young,6,2,Старушка,Сиделка,1,3107,1090,z,Mon May 20 21:02:02 2019,fem,2,3716,3,23,no,Кто болеет сахарным диабетом?,z,space,589,3106,s,206.wav,"Катя отпустила сиделку старушки, болеющей сахарным диабетом",528473,532094,NA,531593,528472,2
young,6,2,Пятый,Третий,1,2652,1427,/,Mon May 20 21:02:02 2019,Num,2,4572,3,24,no,Какой пункт договора нужно исправить?,/,space,926,2652,f,349.wav,Юрист предложила нам исправить пятый пункт договора с новым заказчиком.,534552,537721,NA,537220,534552,7
young,6,2,Бирюзовое,Сиреневое,1,4111,997,z,Mon May 20 21:02:02 2019,Adj,2,4070,3,25,no,Какого цвета было платье?,z,space,495,4111,f,376.wav,Вчера Света была одета в очень красивое бирюзовое платье.,540276,544904,NA,544402,540276,7
young,6,2,Мышей,Крыс,1,2189,1516,/,Mon May 20 21:02:02 2019,Obj,2,3329,3,26,no,Кого ловил соседский кот?,/,space,1015,2189,f,356.wav,Соседский кот весь день ловил мышей в старом погребе.,547294,550001,NA,549500,547294,7
young,6,2,Ребёнок,Воспитатель,1,4523,2251,z,Mon May 20 21:02:02 2019,men,2,4572,3,27,no,Кто ползал на четвереньках в песочнице?,z,space,1750,4523,s,298.wav,"Олег подмигнул воспитателю ребёнка, ползающего на четвереньках в песочнице",552734,557772,NA,557271,552734,2
young,6,2,Плавать,Танцевать,1,2673,1306,/,Mon May 20 21:02:02 2019,Obj,2,3451,3,28,no,Чему научился Олег?,/,space,805,2673,f,354.wav,После долгих тренировок Олег наконец научился плавать.,560943,564134,NA,563633,560943,7
young,6,2,Похититель,Министр,1,2886,9625,z,Mon May 20 21:02:02 2019,men,2,4955,3,29,no,Кто покушался на самых влиятельных людей?,z,space,9124,2885,s,257.wav,"Владимир отомстил похитителю министра, покушавшемуся на самых влиятельных людей",566623,570022,NA,569521,566622,1
young,6,2,Розовая,Голубая,1,2817,1240,/,Mon May 20 21:02:02 2019,Adj,2,3156,3,30,no,Какая кофта была на кукле?,/,space,739,2816,f,336.wav,Мама купила дочке большую куклу в розовой кофте.,579999,583331,NA,582830,579998,7
young,6,2,Руку,Ногу,1,1644,2416,z,Mon May 20 21:02:02 2019,Obj,2,5044,3,31,no,Что сломала парашютистка?,z,space,1913,1644,f,324.wav,"Марина взяла интервью у матери парашютистки, сломавшей руку при последнем прыжке.",585872,588039,NA,587536,585872,6
young,6,2,Музыкант,Кондитер,1,3660,811,z,Mon May 20 21:02:02 2019,men,2,4188,3,32,no,Кто выступал на детском празднике?,z,space,311,3659,s,294.wav,"Саша слышал о кондитере музыканта, выступающего на детском празднике",591484,595663,NA,595163,591483,2
young,6,2,Чипсы,Колу,1,4304,1314,/,Mon May 20 21:02:02 2019,Obj,2,5191,3,33,no,Что принёс школьник?,/,space,811,4304,f,325.wav,"Я разговорился с отцом школьника, принёсшего в летний лагерь пакет чипсов и шоколада.",597912,602736,NA,602233,597912,6
young,6,2,Радостно,Быстро,1,2278,1198,z,Mon May 20 21:02:02 2019,Manner,2,3893,3,34,no,Как побежала Полина?,z,space,697,2278,f,344.wav,"Увидев возлюбленного, Полина радостно побежала ему навстречу",605360,608158,NA,607657,605360,7
